Grouping,Politician,Usernames,Party,State,AccountID,AccountID_1,AccountID_2
1,"Hickenlooper, John W.",SenatorHick,D,CO,1318728336923787264,13187283369237,87264
1,"Gonzales, Tony",RepTonyGonzales,R,TX,1343627416120532992,13436274161205,32992
1,"Gonzales, Tony",TonyGonzales4TX,R,TX,1124044084669288450,11240440846692,88450
1,"Molinaro, Marcus J.",RepMolinaroNY19,R,NY,1603419749748297728,16034197497482,97728
1,"Molinaro, Marcus J.",MarcMolinaroNY,R,NY,1466119349207449600,14661193492074,49600
1,"Houlahan, Chrissy",RepHoulahan,D,PA,1052896620797460481,10528966207974,60481
1,"Houlahan, Chrissy",HoulahanForPa,D,PA,847098017274613761,8470980172746,13761
1,"Ivey, Glenn",RepGlennIvey,D,MD,1610111693836664834,16101116938366,64834
1,"Ivey, Glenn",Glenn_Ivey,D,MD,3081969927,30819,69927
1,"Ivey, Glenn",glenniveymd,D,MD,1442975922802544641,14429759228025,44641
1,"Norman, Ralph",RepRalphNorman,R,SC,880480631108644864,8804806311086,44864
1,"Norman, Ralph",RalphNorman,R,SC,61886317,618,86317
1,"Crockett, Jasmine",RepJasmine,D,TX,1609974443631157248,16099744436311,57248
1,"Crockett, Jasmine",JasmineForUS,D,TX,918913624395079680,9189136243950,79680
1,"Franklin, C. Scott",RepFranklin,R,FL,1343664721384398849,13436647213843,98849
1,"Franklin, C. Scott",ScottFranklinFL,R,FL,1247958910025203712,124795891002520,3712
1,"Collins, Susan M.",SenatorCollins,R,ME,19726613,197,26613
1,"Collins, Susan M.",SenSusanCollins,R,ME,13529632,135,29632
2,"Schrier, Kim",RepKimSchrier,D,WA,1080462532815532032,10804625328155,32032
2,"Schrier, Kim",DrKimSchrier,D,WA,862393019173003264,86239301917300,3264
2,"Balint, Becca",RepBeccaB,D,VT,1606115178210365448,16061151782103,65448
2,"Balint, Becca",BeccaBalintVT,D,VT,1210894642465501184,121089464246550,1184
2,"Mrvan, Frank J.",RepMrvan,D,IN,1346205046036377601,13462050460363,77601
2,"Mrvan, Frank J.",mrvan4congress,D,IN,1195472282329735169,11954722823297,35169
2,"Mrvan, Frank J.",Fjmrvan,D,IN,255831472,2558,31472
2,"Slotkin, Elissa",RepSlotkin,D,MI,1078401427347857408,10784014273478,57408
2,"Slotkin, Elissa",ElissaSlotkin,D,MI,860547911268139008,8605479112681,39008
2,"Deluzio, Christopher R.",RepDeluzio,D,PA,1608934316779921408,16089343167799,21408
2,"Deluzio, Christopher R.",ChrisForPA,D,PA,227073090,2270,73090
2,"Craig, Angie",RepAngieCraig,D,MN,1080222360643485698,10802223606434,85698
2,"Craig, Angie",AngieCraigMN,D,MN,411861905,4118,61905
2,"Murphy, Gregory Francis",RepGregMurphy,R,NC,1173978070535024642,11739780705350,24642
2,"Murphy, Gregory Francis",GregMurphyMD,R,NC,1100072194632237056,11000721946322,37056
2,"Murphy, Gregory Francis",GMMD4Greenville,R,NC,4698391652,46983,91652
2,"Kelly, Mike",MikeKellyPA,R,PA,935368364,9353,68364
2,"Kelly, Mike",MikeKellyforPA,R,PA,113763245,1137,63245
2,"Bilirakis, Gus M.",RepGusBilirakis,R,FL,26051676,260,51676
2,"Bilirakis, Gus M.",Bilirakis,R,FL,95236960,952,36960
3,"Gonzalez, Vicente",RepGonzalez,D,TX,818536152588238849,8185361525882,38849
3,"Gonzalez, Vicente",VoteVicente,D,TX,4632984534,46329,84534
3,"Jayapal, Pramila",RepJayapal,D,WA,815733290955112448,8157332909551,12448
3,"Jayapal, Pramila",PramilaJayapal,D,WA,193441812,1934,41812
3,"Eshoo, Anna G.",RepAnnaEshoo,D,CA,249348006,2493,48006
3,"Eshoo, Anna G.",Eshoo4Congress,D,CA,482713734,4827,13734
3,"Feenstra, Randy",RepFeenstra,R,IA,1345135363761852416,13451353637618,52416
3,"Feenstra, Randy",RandyFeenstra,R,IA,23764160,237,64160
3,"Van Drew, Jefferson",Congressman_JVD,R,NJ,1468677099594698757,14686770995946,98757
3,"Kennedy, John",SenJohnKennedy,R,LA,816683274076614656,8166832740766,14656
3,"Kennedy, John",JohnKennedyLA,R,LA,26594419,265,94419
3,"Blackburn, Marsha",MarshaBlackburn,R,TN,278145569,2781,45569
3,"Miller, Carol",RepCarolMiller,R,WV,1081318716573470720,10813187165734,70720
3,"Miller, Carol",CarolMillerWV,R,WV,841994444,8419,94444
3,"Granger, Kay",RepKayGranger,R,TX,161743731,1617,43731
3,"Granger, Kay",GrangerCampaign,R,TX,1197909460678823936,11979094606788,23936
4,"Carter, John",JudgeCarter,R,TX,18030431,180,30431
4,"Carter, John",JudgeJohnCarter,R,TX,404355121,4043,55121
4,"Garcia, Robert",RepRobertGarcia,D,CA,1602792195878047744,16027921958780,47744
4,"Garcia, Robert",RobertGarcia,D,CA,18120497,181,20497
4,"Crow, Jason",RepJasonCrow,D,CO,1080191866509901826,108019186650990,1826
4,"Crow, Jason",JasonCrowCO,D,CO,851477335052140544,8514773350521,40544
4,"Soto, Darren",RepDarrenSoto,D,FL,818713465653051392,8187134656530,51392
4,"Soto, Darren",DarrenSoto,D,FL,1730030220,17300,30220
4,"Kelly, Robin",RepRobinKelly,D,IL,1339931490,13399,31490
4,"Kelly, Robin",RobinLynneKelly,D,IL,38285038,382,85038
4,"Harris, Andy",RepAndyHarrisMD,R,MD,960962340,9609,62340
4,"Harris, Andy",Harris4Congress,R,MD,122713203,1227,13203
4,"Hageman, Harriet M.",HagemanforWY,R,WY,1435822302323695629,14358223023236,95629
4,"Tillis, Thom",SenThomTillis,R,NC,2964174789,29641,74789
4,"Tillis, Thom",ThomTillis,R,NC,22195441,221,95441
4,"McCaul, Michael T.",RepMcCaul,R,TX,26424123,264,24123
4,"McCaul, Michael T.",McCaulforTexas,R,TX,743601590,74360,1590
5,"Thompson, Mike",RepThompson,D,CA,303861808,3038,61808
5,"Thompson, Mike",Mike_CA05,D,CA,3612420317,36124,20317
5,"Graham, Lindsey",LindseyGrahamSC,R,SC,432895323,4328,95323
5,"Case, Ed",RepEdCase,D,HI,1081350574589833221,10813505745898,33221
5,"Case, Ed",EdCaseHawaii,D,HI,21737536,217,37536
5,"Davis, Danny K.",RepDannyDavis,D,IL,789244177,7892,44177
5,"Davis, Danny K.",DannyKDavis7th,D,IL,1217134603267399680,12171346032673,99680
5,"Morelle, Joe",RepJoeMorelle,D,NY,1064595993222615040,10645959932226,15040
5,"Morelle, Joe",votemorelle,D,NY,977247448820305920,97724744882030,5920
5,"DesJarlais, Scott",DesJarlaisTN04,R,TN,235312723,2353,12723
5,"DesJarlais, Scott",tndesjarlais,R,TN,27775884,277,75884
5,"DelBene, Suzan",RepDelBene,D,WA,995193054,9951,93054
5,"DelBene, Suzan",SuzanDelBene,D,WA,41225640,412,25640
5,"Adams, Alma",RepAdams,D,NC,2916086925,29160,86925
5,"Adams, Alma",AlmaforCongress,D,NC,1609364557,16093,64557
5,"Steil, Bryan",RepBryanSteil,R,WI,1075205691621720064,10752056916217,20064
5,"Steil, Bryan",BryanSteil,R,WI,986423555025002497,98642355502500,2497
6,"García, Jesús ""Chuy""",RepChuyGarcia,D,IL,1082427779583541248,10824277795835,41248
6,"Blumenauer, Earl",repblumenauer,D,OR,15954997,159,54997
6,"Van Hollen, Chris",ChrisVanHollen,D,MD,18137749,181,37749
6,"Van Hollen, Chris",VanHollenForMD,D,MD,3067974778,30679,74778
6,"Salazar, Maria Elvira",RepMariaSalazar,R,FL,1325928411689349120,13259284116893,49120
6,"Salazar, Maria Elvira",MaElviraSalazar,R,FL,40282700,402,82700
6,"Williams, Roger",RepRWilliams,R,TX,1077446982,10774,46982
6,"Williams, Roger",RogerWilliamsTX,R,TX,18197328,181,97328
6,"Scott, Tim",SenatorTimScott,R,SC,217543151,2175,43151
6,"Scott, Tim",votetimscott,R,SC,81191343,811,91343
6,"Warren, Elizabeth",SenWarren,D,MA,970207298,97020,7298
6,"Warren, Elizabeth",ewarren,D,MA,357606935,35760,6935
6,"Plaskett, Stacey",StaceyPlaskett,D,VI,2724095695,27240,95695
6,"Tonko, Paul D.",RepPaulTonko,D,NY,84119348,841,19348
6,"Tonko, Paul D.",PaulTonko,D,NY,153865861,1538,65861
7,"Duncan, Jeff",RepJeffDuncan,R,SC,240393970,2403,93970
7,"Duncan, Jeff",Duncan4Congress,R,SC,21048033,210,48033
7,"Garcia, Mike",RepMikeGarcia,R,CA,1262531473057423361,12625314730574,23361
7,"Garcia, Mike",ElectMikeGarcia,R,CA,1114694580232904704,111469458023290,4704
7,"Blumenthal, Richard",SenBlumenthal,D,CT,278124059,2781,24059
7,"Blumenthal, Richard",DickBlumenthal,D,CT,102477372,1024,77372
7,"Massie, Thomas",RepThomasMassie,R,KY,975200486,975200,486
7,"Massie, Thomas",MassieforKY,R,KY,1216059676372226049,12160596763722,26049
7,"Massie, Thomas",Thomas_Massie,R,KY,55441686,554,41686
7,"Guest, Michael",RepMichaelGuest,R,MS,1081243468327018496,10812434683270,18496
7,"Guest, Michael",GuestCongress,R,MS,953749679166156800,9537496791661,56800
7,"Fitzgerald, Scott",RepFitzgerald,R,WI,1004891731,10048,91731
7,"Fitzgerald, Scott",FitzgeraldForWI,R,WI,1169399788539928576,11693997885399,28576
7,"Harshbarger, Diana",RepHarshbarger,R,TN,1345787285179162624,13457872851791,62624
7,"Harshbarger, Diana",DHarshbargerTN1,R,TN,1237911282440982528,12379112824409,82528
7,"Gottheimer, Josh",RepJoshG,D,NJ,815310506596691968,8153105065966,91968
7,"Gottheimer, Josh",JoshGottheimer,D,NJ,431105217,43110,5217
7,"Moulton, Seth",RepMoulton,D,MA,3091316093,30913,16093
7,"Moulton, Seth",sethmoulton,D,MA,248495200,2484,95200
8,"Moran, Nathaniel",RepNateMoran,R,TX,1603470469608374272,16034704696083,74272
8,"Moran, Nathaniel",moran4congress,R,TX,1464256502001188873,14642565020011,88873
8,"Crenshaw, Dan",RepDanCrenshaw,R,TX,1080894931311431682,10808949313114,31682
8,"Crenshaw, Dan",DanCrenshawTX,R,TX,930552552302792705,9305525523027,92705
8,"Titus, Dina",repdinatitus,D,NV,122174004,1221,74004
8,"Titus, Dina",dinatitus,D,NV,17907578,1790,7578
8,"Garcia, Sylvia",RepSylviaGarcia,D,TX,1080587263132733442,10805872631327,33442
8,"Garcia, Sylvia",LaCongresista,D,TX,40557819,405,57819
8,"Westerman, Bruce",RepWesterman,R,AR,2852998461,28529,98461
8,"Westerman, Bruce",WestermanAR,R,AR,1592481150,15924,81150
8,"Westerman, Bruce",bruce_westerman,R,AR,342677019,3426,77019
8,"Peltola, Mary",MaryPeltola,D,AK,1514353565510164482,15143535655101,64482
8,"Peltola, Mary",Rep_Peltola,D,AK,1570080351674048514,15700803516740,48514
8,"Scanlon, Mary Gay",RepMGS,D,PA,1067541214671577093,10675412146715,77093
8,"Scanlon, Mary Gay",marygayscanlon,D,PA,961312723035394048,9613127230353,94048
8,"Higgins, Clay",RepClayHiggins,R,LA,843636970538618880,8436369705386,18880
8,"Higgins, Clay",CaptClayHiggins,R,LA,1011053278304591872,10110532783045,91872
8,"Jackson, Jonathan L.",rep_jackson,D,IL,1615455071801679874,16154550718016,79874
8,"Jackson, Jonathan L.",CongressJackson,D,IL,1511150244578439168,15111502445784,39168
9,"Cloud, Michael",RepCloudTX,R,TX,1039879658400112640,10398796584001,12640
9,"Cloud, Michael",MichaelJCloud,R,TX,23725826,237,25826
9,"Scott, Robert C.",BobbyScott,D,VA,161791703,1617,91703
9,"Scott, Robert C.",BobbyScott4VA3,D,VA,319829219,3198,29219
9,"Bishop Jr., Sanford D.",SanfordBishop,D,GA,249410485,2494,10485
9,"Bishop Jr., Sanford D.",Bishop4Congress,D,GA,1486542944987496451,14865429449874,96451
9,"Krishnamoorthi, Raja",CongressmanRaja,D,IL,814179031956488192,8141790319564,88192
9,"Krishnamoorthi, Raja",RajaForCongress,D,IL,62649021,626,49021
9,"De La Cruz, Monica",RepMonicaDLC,R,TX,1590396129094647814,15903961290946,47814
9,"De La Cruz, Monica",monica4congress,R,TX,1185738917435314176,11857389174353,14176
9,"Joyce, John",RepJohnJoyce,R,PA,1082311988926124036,10823119889261,24036
9,"Joyce, John",JohnJoyceForPA,R,PA,969328139485802496,96932813948580,2496
9,"Manning, Kathy E.",RepKManning,D,NC,1337115670161608712,133711567016160,8712
9,"Manning, Kathy E.",KathyManningNC,D,NC,936626346553413633,9366263465534,13633
9,"Garamendi, John",RepGaramendi,D,CA,88806753,8880,6753
9,"Garamendi, John",JohnGaramendi,D,CA,18907463,1890,7463
10,"Ryan, Pat",PatRyanUC,D,NY,172377413,1723,77413
10,"Stauber, Pete",RepPeteStauber,R,MN,1075830599007510535,10758305990075,10535
10,"Stauber, Pete",PeteStauber,R,MN,883069589722198018,8830695897221,98018
10,"Hirono, Mazie K.",maziehirono,D,HI,92186819,921,86819
10,"Griffith, Morgan",RepMGriffith,R,VA,234057152,2340,57152
10,"Griffith, Morgan",MorganGriffith,R,VA,130714799,1307,14799
10,"Johnson, Bill",RepBillJohnson,R,OH,211530910,2115,30910
10,"Johnson, Bill",JohnsonLeads,R,OH,81207735,8120,7735
10,"Foster, Bill",RepBillFoster,D,IL,1080509366,108050,9366
10,"Foster, Bill",Foster4Congress,D,IL,188403766,18840,3766
10,"Vance, J.D.",JDVance1,R,OH,1542228578,15422,28578
10,"Vance, J.D.",SenVancePress,R,OH,1410590377682378755,14105903776823,78755
10,"Smith, Adrian",RepAdrianSmith,R,NE,296245061,2962,45061
10,"Horsford, Steven",RepHorsford,D,NV,389840566,3898,40566
10,"Horsford, Steven",StevenHorsford,D,NV,246478393,2464,78393
11,"Moore, Gwen",RepGwenMoore,D,WI,22669526,226,69526
11,"Moore, Gwen",Gwen4Congress,D,WI,784965392,7849,65392
11,"Roy, Chip",RepChipRoy,R,TX,1082790600292925440,10827906002929,25440
11,"Roy, Chip",chiproytx,R,TX,1257667158,12576,67158
11,"Cherfilus-McCormick, Sheila",CongresswomanSC,D,FL,1484252226646421505,14842522266464,21505
11,"Cherfilus-McCormick, Sheila",Sheila4Congress,D,FL,988942485828308992,98894248582830,8992
11,"Gillibrand, Kirsten E.",SenGillibrand,D,NY,72198806,721,98806
11,"Gillibrand, Kirsten E.",gillibrandny,D,NY,899978622416695297,8999786224166,95297
11,"Lucas, Frank",RepFrankLucas,R,OK,242772524,2427,72524
11,"Lucas, Frank",FrankDLucas,R,OK,389017497,3890,17497
11,"Raskin, Jamie",RepRaskin,D,MD,806906355214852096,8069063552148,52096
11,"Raskin, Jamie",jamie_raskin,D,MD,549579841,5495,79841
11,"DeGette, Diana",RepDianaDeGette,D,CO,28599820,285,99820
11,"DeGette, Diana",DeGette5280,D,CO,952540201,9525,40201
11,"Letlow, Julia",RepJuliaLetlow,R,LA,1382395679700439041,13823956797004,39041
11,"Letlow, Julia",jbletlow,R,LA,19039789,190,39789
11,"Bergman, Jack",RepJackBergman,R,MI,815241612154417152,8152416121544,17152
11,"Bergman, Jack",JackBergman_MI1,R,MI,751799352755052544,7517993527550,52544
12,"Foxx, Virginia",virginiafoxx,R,NC,16256269,162,56269
12,"Foxx, Virginia",foxxforcongress,R,NC,61608485,6160,8485
12,"Underwood, Lauren",RepUnderwood,D,IL,1080539438508400642,1080539438508400,642
12,"Underwood, Lauren",LaurenUnderwood,D,IL,872156132688711681,8721561326887,11681
12,"Durbin, Richard J.",SenatorDurbin,D,IL,247334603,2473,34603
12,"Durbin, Richard J.",DickDurbin,D,IL,308794407,3087,94407
12,"Clarke, Yvette D.",RepYvetteClarke,D,NY,240812994,2408,12994
12,"Clarke, Yvette D.",VoteYvette,D,NY,550131748,5501,31748
12,"Bush, Cori",RepCori,D,MO,1002630999052865536,10026309990528,65536
12,"Bush, Cori",CoriBush,D,MO,4696552878,46965,52878
12,"Moskowitz, Jared",RepMoskowitz,D,FL,1610009027743830018,16100090277438,30018
12,"Moskowitz, Jared",JaredEMoskowitz,D,FL,730899167740989441,7308991677409,89441
12,"Vargas, Juan",RepJuanVargas,D,CA,1260172386,12601,72386
12,"Vargas, Juan",JuanVargas4CA,D,CA,1036705065745010688,10367050657450,10688
12,"Pallone Jr., Frank",FrankPallone,D,NJ,31801993,3180,1993
12,"Pallone Jr., Frank",pallonefornj,D,NJ,1265423480,12654,23480
12,"Kildee, Dan",RepDanKildee,D,MI,1045110018,10451,10018
12,"Kildee, Dan",dankildee,D,MI,18674498,186,74498
13,"Gimenez, Carlos A.",RepCarlos,R,FL,1343679195034103808,134367919503410,3808
13,"Gimenez, Carlos A.",CarlosGimenezFL,R,FL,1217185399166074885,12171853991660,74885
13,"Lankford, James",SenatorLankford,R,OK,225921757,2259,21757
13,"Lankford, James",jameslankford,R,OK,27044466,270,44466
13,"Fry, Russell",RepRussellFry,R,SC,1603514304354983941,16035143043549,83941
13,"Fry, Russell",RussellFrySC,R,SC,58784217,587,84217
13,"Kiley, Kevin",RepKiley,R,CA,1610356961475809280,161035696147580,9280
13,"Kiley, Kevin",KevinKileyCA,R,CA,3180247177,31802,47177
13,"Mills, Cory",RepMillsPress,R,FL,1611138873496637440,16111388734966,37440
13,"Mills, Cory",MillsForFlorida,R,FL,1388270127959973902,13882701279599,73902
13,"Mills, Cory",CoryMillsFL,R,FL,1216076954375421952,12160769543754,21952
13,"Beyer, Don",RepDonBeyer,D,VA,2962868158,29628,68158
13,"Beyer, Don",DonBeyerVA,D,VA,2319503065,231950,3065
13,"Rosendale, Matthew M.",RepRosendale,R,MT,1344751420139040783,13447514201390,40783
13,"Rosendale, Matthew M.",MattForMontana,R,MT,1376252790,13762,52790
13,"Kean, Thomas H.",KeanForCongress,R,NJ,1093918214181060609,10939182141810,60609
13,"Kean, Thomas H.",tomkean,R,NJ,78033328,780,33328
13,"McBath, Lucy",RepLucyMcBath,D,GA,1082380458976051202,10823804589760,51202
13,"McBath, Lucy",lucymcbath,D,GA,947956236804337664,9479562368043,37664
14,"Radewagen, Amata",RepAmata,R,AS,3026622545,30266,22545
14,"Wenstrup, Brad",RepBradWenstrup,R,OH,518644221,5186,44221
14,"Wenstrup, Brad",bradwenstrup,R,OH,313719282,3137,19282
14,"Sinema, Kyrsten",SenatorSinema,D,AZ,1080844782,10808,44782
14,"Sinema, Kyrsten",KrystenSinema,D,AZ,913558058604867584,9135580586048,67584
14,"Buck, Ken",RepKenBuck,R,CO,2862577383,28625,77383
14,"Buck, Ken",BuckForColorado,R,CO,34959770,349,59770
14,"Rounds, Mike",SenatorRounds,R,SD,2955485182,29554,85182
14,"Rounds, Mike",RoundsforSenate,R,SD,978029858,9780,29858
14,"Caraveo, Yadira",RepCaraveoMD,D,CO,1610302050474102784,161030205047410,2784
14,"Caraveo, Yadira",YadiraCaraveo,D,CO,4750779374,47507,79374
14,"Rodgers, Cathy McMorris",cathymcmorris,R,WA,17976923,179,76923
14,"Rodgers, Cathy McMorris",TeamCMR,R,WA,130733698,1307,33698
14,"Baldwin, Tammy",SenatorBaldwin,D,WI,1074518754,10745,18754
14,"Posey, Bill",congbillposey,R,FL,25086658,250,86658
14,"Posey, Bill",PoseyCampaign,R,FL,2750346912,27503,46912
15,"Williams, Brandon",RepWilliams,R,NY,1602757312539680770,16027573125396,80770
15,"Williams, Brandon",Brandon4ny22,R,NY,1496341259539161088,14963412595391,61088
15,"Luttrell, Morgan",RepLuttrell,R,TX,1603028043454447621,16030280434544,47621
15,"Luttrell, Morgan",MLuttrellTX,R,TX,1399793223388864514,13997932233888,64514
15,"Neguse, Joe",RepJoeNeguse,D,CO,1078749802765139968,10787498027651,39968
15,"Neguse, Joe",JoeNeguse,D,CO,1542372750,15423,72750
15,"Malliotakis, Nicole",RepMalliotakis,R,NY,1344750588026900481,1344750588026900,481
15,"Malliotakis, Nicole",NMalliotakis,R,NY,757862089,7578,62089
15,"Graves, Sam",RepSamGraves,R,MO,29766367,297,66367
15,"Murkowski, Lisa",lisamurkowski,R,AK,18061669,180,61669
15,"Murkowski, Lisa",LisaForSenate,R,AK,151247615,1512,47615
15,"Williams, Nikema",RepNikema,D,GA,1345461797361504259,134546179736150,4259
15,"Williams, Nikema",NikemaWilliams,D,GA,36424664,364,24664
15,"Spanberger, Abigail",RepSpanberger,D,VA,1078771401497161728,10787714014971,61728
15,"Spanberger, Abigail",SpanbergerVA07,D,VA,882958562296819714,8829585622968,19714
15,"Salinas, Andrea",RepSalinas,D,OR,1611800554614755328,16118005546147,55328
15,"Salinas, Andrea",AndreaRSalinas,D,OR,4669604480,466960,4480
16,"Cardenas, Tony",RepCardenas,D,CA,1222257180,12222,57180
16,"Cardenas, Tony",Tcardenas,D,CA,2543742324,25437,42324
16,"Norton, Eleanor Holmes",EleanorNorton,D,DC,23600262,23600,262
16,"Norton, Eleanor Holmes",eleanor4dc,D,DC,338625847,3386,25847
16,"Dunn, Neal",DrNealDunnFL2,R,FL,815952318487298048,8159523184872,98048
16,"Dunn, Neal",DunnCampaign,R,FL,3433189197,34331,89197
16,"Cortez Masto, Catherine",SenCortezMasto,D,NV,811313565760163844,8113135657601,63844
16,"Cortez Masto, Catherine",CortezMasto,D,NV,3145735852,31457,35852
16,"Buchanan, Vern",VernBuchanan,R,FL,20467163,204,67163
16,"Buchanan, Vern",Vern2014,R,FL,41403889,4140,3889
16,"Heinrich, Martin",MartinHeinrich,D,NM,1099199839,10991,99839
16,"Heinrich, Martin",TeamHeinrich,D,NM,183062944,1830,62944
16,"Ramirez, Delia C.",repdeliaramirez,D,IL,1074354529787895808,10743545297878,95808
16,"Ramirez, Delia C.",DeliaCRamirez,D,IL,892946194812555264,8929461948125,55264
16,"Ramirez, Delia C.",DeliaRamirezIL,D,IL,1456017303435362309,14560173034353,62309
16,"Boyle, Brendan",CongBoyle,D,PA,4304448314,43044,48314
16,"Boyle, Brendan",RepBrendanBoyle,D,PA,231108733,23110,8733
16,"Meuser, Daniel",RepMeuser,R,PA,1080574793630527505,10805747936305,27505
16,"Meuser, Daniel",Meuser4Congress,R,PA,903354645623566340,9033546456235,66340
17,"Tokuda, Jill N.",RepJillTokuda,D,HI,1610730477563805699,161073047756380,5699
17,"Tokuda, Jill N.",tokudaforhawaii,D,HI,1445657911368192007,14456579113681,92007
17,"Tokuda, Jill N.",jilltokuda,D,HI,62898153,628,98153
17,"Owens, Burgess",RepBurgessOwens,R,UT,1344481217685692416,13444812176856,92416
17,"Owens, Burgess",BurgessOwens,R,UT,779104195,77910,4195
17,"Chavez-DeRemer, Lori",RepLCD,R,OR,1583530102297600000,1583530102297,600000
17,"Chavez-DeRemer, Lori",LChavezDeRemer,R,OR,4833263702,48332,63702
17,"Schneider, Bradley",RepSchneider,D,IL,1071840474,10718,40474
17,"Schneider, Bradley",Schneider4IL10,D,IL,278005891,27800,5891
17,"Smith, Tina",SenTinaSmith,D,MN,941000686275387392,9410006862753,87392
17,"Smith, Tina",TinaSmithMN,D,MN,47724293,477,24293
17,"McClellan, Jennifer",RepMcClellan,D,VA,1633610542584659970,16336105425846,59970
17,"McClellan, Jennifer",JennMcClellanVA,D,VA,370859141,3708,59141
17,"Moran, Jerry",JerryMoran,R,KS,18632666,186,32666
17,"Moran, Jerry",moranforkansas,R,KS,18632809,186,32809
17,"Carson, André",RepAndreCarson,D,IN,199325935,1993,25935
17,"Carson, André",Andre4Congress,D,IN,267316393,2673,16393
17,"Pence, Greg",RepGregPence,R,IN,1082369392229400576,1082369392229400,576
17,"Pence, Greg",GregPenceIN,R,IN,890038958104735744,8900389581047,35744
18,"Barr, Andy",RepAndyBarr,R,KY,1089334250,10893,34250
18,"Barr, Andy",barrforcongress,R,KY,115186195,1151,86195
18,"LaMalfa, Doug",RepLaMalfa,R,CA,1069124515,10691,24515
18,"LaMalfa, Doug",DougLaMalfa,R,CA,19808819,1980,8819
18,"Waltz, Michael",michaelgwaltz,R,FL,833673914,8336,73914
18,"Waltz, Michael",RepWaltzPress,R,FL,1082416697380913152,10824166973809,13152
18,"Bost, Mike",RepBost,R,IL,2964877294,29648,77294
18,"Bost, Mike",BostForCongress,R,IL,2282437802,22824,37802
18,"Phillips, Dean",RepDeanPhillips,D,MN,1061310112013434882,10613101120134,34882
18,"Phillips, Dean",deanbphillips,D,MN,39894447,398,94447
18,"Auchincloss, Jake",RepAuchincloss,D,MA,1330278736554582016,13302787365545,82016
18,"Auchincloss, Jake",JakeAuch,D,MA,4870048156,48700,48156
18,"Scott, Rick",SenRickScott,R,FL,131546062,1315,46062
18,"Scott, Rick",ScottforFlorida,R,FL,306389855,3063,89855
18,"Fetterman, John",JohnFetterman,D,PA,3622368202,36223,68202
18,"Fetterman, John",FettermanLt,D,PA,1169638221480939521,11696382214809,39521
18,"Schakowsky, Jan",janschakowsky,D,IL,24195214,241,95214
18,"Schakowsky, Jan",RepSchakowsky,D,IL,85896319,858,96319
19,"Baird, Jim",RepJimBaird,R,IN,1086316494450032640,10863164944500,32640
19,"Jackson, Jeff",RepJeffJackson,D,NC,1611423475775770628,16114234757757,70628
19,"Jackson, Jeff",JeffJacksonNC,D,NC,124820305,1248,20305
19,"Waters, Maxine",RepMaxineWaters,D,CA,36686040,366,86040
19,"Waters, Maxine",MaxineWaters,D,CA,3166120541,31661,20541
19,"Courtney, Joe",RepJoeCourtney,D,CT,85396297,853,96297
19,"Courtney, Joe",JoeCourtneyCT,D,CT,183351637,1833,51637
19,"Gooden, Lance",Lancegooden,R,TX,1029094268542099457,10290942685420,99457
19,"Reed, Jack",SenJackReed,D,RI,486694111,4866,94111
19,"Reed, Jack",jackreed2020,D,RI,1264928341737553921,12649283417375,53921
19,"Budzinski, Nikki",RepNikkiB,D,IL,1603476713995911168,16034767139959,11168
19,"Budzinski, Nikki",NikkiBudzinski,D,IL,321748989,3217,48989
19,"Miller, Mary E.",RepMaryMiller,R,IL,1343656635907125250,13436566359071,25250
19,"Miller, Mary E.",Miller_Congress,R,IL,1180124969621168128,11801249696211,68128
19,"Braun, Mike",SenatorBraun,R,IN,1080870981877534720,10808709818775,34720
20,"Nickel, Wiley",RepWileyNickel,D,NC,1591085093220671491,15910850932206,71491
20,"Nickel, Wiley",wileynickel,D,NC,33795371,337,95371
20,"Nickel, Wiley",law_wiley,D,NC,1039939534417485826,10399395344174,85826
20,"Cole, Tom",TomColeOK04,R,OK,23124635,231,24635
20,"Mace, Nancy",RepNancyMace,R,SC,1343597700542038017,13435977005420,38017
20,"Mace, Nancy",NancyMace,R,SC,914815520842616834,9148155208426,16834
20,"Trone, David",RepDavidTrone,D,MD,1080573351914061825,10805733519140,61825
20,"Trone, David",davidjtrone,D,MD,4851790919,48517,90919
20,"Burchett, Tim",RepTimBurchett,R,TN,1028854804087492613,10288548040874,92613
20,"Burchett, Tim",timburchett,R,TN,353890966,3538,90966
20,"Dingell, Debbie",RepDebDingell,D,MI,2970279814,29702,79814
20,"Dingell, Debbie",DebDingell,D,MI,2361650234,23616,50234
20,"Wexton, Jennifer",RepWexton,D,VA,1017819745880543238,10178197458805,43238
20,"Wexton, Jennifer",JenniferWexton,D,VA,2212905492,221290,5492
20,"Larson, John B.",RepJohnLarson,D,CT,50452197,504,52197
20,"Larson, John B.",JohnLarsonCT,D,CT,155585373,1555,85373
20,"Shaheen, Jeanne",SenatorShaheen,D,NH,109287731,1092,87731
20,"Shaheen, Jeanne",JeanneShaheen,D,NH,14125897,141,25897
21,"Neal, Richard E.",RepRichardNeal,D,MA,442824717,4428,24717
21,"Neal, Richard E.",NealForCongress,D,MA,555977812,5559,77812
21,"James, John",RepJames,R,MI,1609056891547668480,16090568915476,68480
21,"James, John",JohnJamesMI,R,MI,861246117689925633,8612461176899,25633
21,"Sessions, Pete",PeteSessions,R,TX,24735461,247,35461
21,"Sessions, Pete",SessionsTX17,R,TX,2756069574,27560,69574
